"/age","/silver","/athlete","/bronze","/date","/gold","/sport","/country","/total","/year"
"30","1","Otryadyn Gündegmaa","0","24/08/2008","0","Shooting","Mongolia","1","2008"
"32","1","Nataliya Paderina","0","24/08/2008","0","Shooting","Russia","1","2008"
"22","0","Pang Wei","0","24/08/2008","1","Shooting","China","1","2008"
"26","0","Snježana Pejcic","1","24/08/2008","0","Shooting","Croatia","1","2008"
"38","1","Giovanni Pellielo","0","24/08/2008","0","Shooting","Italy","1","2008"
"34","0","Oleksandr Petriv","0","24/08/2008","1","Shooting","Ukraine","1","2008"
"46","0","Warren Potent","1","24/08/2008","0","Shooting","Australia","1","2008"
"33","0","Qiu Jian","0","24/08/2008","1","Shooting","China","1","2008"
"21","0","Christian Reitz","1","24/08/2008","0","Shooting","Germany","1","2008"
"29","1","Kim Rhode","0","24/08/2008","0","Shooting","United States","1","2008"
"39","0","Nino Salukvadze","1","24/08/2008","0","Shooting","Georgia","1","2008"
"46","1","Ralf Schumann","0","24/08/2008","0","Shooting","Germany","1","2008"
"24","1","Zuzana Štefeceková","0","24/08/2008","0","Shooting","Slovakia","1","2008"
"40","1","Yuriy Sukhorukov","0","24/08/2008","0","Shooting","Ukraine","1","2008"
"36","1","Tan Zongliang","0","24/08/2008","0","Shooting","China","1","2008"
"23","0","Anthony Terras","1","24/08/2008","0","Shooting","France","1","2008"
"33","0","Jason Turner","1","24/08/2008","0","Shooting","United States","1","2008"
"23","1","Zhu Qinan","0","24/08/2008","0","Shooting","China","1","2008"
"40","0","Ahmed Al-Maktoum","0","29/08/2004","1","Shooting","United Arab Emirates","1","2004"
"45","0","Sergey Alifirenko","1","29/08/2004","0","Shooting","Russia","1","2004"
"29","0","Aleksey Alipov","0","29/08/2004","1","Shooting","Russia","1","2004"
"40","1","Michael Anti","0","29/08/2004","0","Shooting","United States","1","2004"
"46","0","Irad? Asumova","1","29/08/2004","0","Shooting","Azerbaijan","1","2004"
"31","0","Suzy Balogh","0","29/08/2004","1","Shooting","Australia","1","2004"
"44","0","Andrea Benelli","0","29/08/2004","1","Shooting","Italy","1","2004"
"22","1","Aleksandr Blinov","0","29/08/2004","0","Shooting","Russia","1","2004"
"22","0","Du Li","0","29/08/2004","1","Shooting","China","1","2004"
"23","0","Matt Emmons","0","29/08/2004","1","Shooting","United States","1","2004"
"41","0","Gao E","1","29/08/2004","0","Shooting","China","1","2004"
"30","0","Jozef Gönci","1","29/08/2004","0","Shooting","Slovakia","1","2004"
"19","1","Lenka Hyková-Marušková","0","29/08/2004","0","Shooting","Czech Republic","1","2004"
"39","0","Diána Igaly","0","29/08/2004","1","Shooting","Hungary","1","2004"
"34","0","Vladimir Isakov","1","29/08/2004","0","Shooting","Russia","1","2004"
"30","0","Jia Zhanbo","0","29/08/2004","1","Shooting","China","1","2004"
"24","1","Jin Jong-O","0","29/08/2004","0","Shooting","South Korea","1","2004"
"28","1","Marko Kemppainen","0","29/08/2004","0","Shooting","Finland","1","2004"
"27","0","Kim Jong-Su","1","29/08/2004","0","Shooting","North Korea","1","2004"
"19","0","Olena Kostevych","0","29/08/2004","1","Shooting","Ukraine","1","2004"
"20","0","Katerina Kurková-Emmons","1","29/08/2004","0","Shooting","Czech Republic","1","2004"
"34","0","Manfred Kurzer","0","29/08/2004","1","Shooting","Germany","1","2004"
"31","1","Li Jie","0","29/08/2004","0","Shooting","China","1","2004"
"23","1","Christian Lusch","0","29/08/2004","0","Shooting","Germany","1","2004"
"30","0","Dmitry Lykin","1","29/08/2004","0","Shooting","Russia","1","2004"
"36","0","Sergey Martynov","1","29/08/2004","0","Shooting","Belarus","1","2004"
"41","0","Zemfira Meft?kh?tddinova","1","29/08/2004","0","Shooting","Azerbaijan","1","2004"
"34","1","Giovanni Pellielo","0","29/08/2004","0","Shooting","Italy","1","2004"
"29","0","Christian Planer","1","29/08/2004","0","Shooting","Austria","1","2004"
"36","1","Sergey Polyakov","0","29/08/2004","0","Shooting","Russia","1","2004"
"34","1","María Quintanal","0","29/08/2004","0","Shooting","Spain","1","2004"
"34","1","Rajyavardhan Rathore","0","29/08/2004","0","Shooting","India","1","2004"
"25","0","Kim Rhode","0","29/08/2004","1","Shooting","United States","1","2004"
"37","0","Juan Miguel Rodríguez","1","29/08/2004","0","Shooting","Cuba","1","2004"
"42","0","Ralf Schumann","0","29/08/2004","1","Shooting","Germany","1","2004"
"38","1","Jasna Šekaric","0","29/08/2004","0","Shooting","Serbia and Montenegro","1","2004"
"35","1","Valentina Turisini","0","29/08/2004","0","Shooting","Italy","1","2004"
"33","0","Adam Vella","1","29/08/2004","0","Shooting","Australia","1","2004"
"21","0","Wang Chengyi","1","29/08/2004","0","Shooting","China","1","2004"
"43","0","Wang Yifu","0","29/08/2004","1","Shooting","China","1","2004"
"25","0","Wang Zheng","1","29/08/2004","0","Shooting","China","1","2004"
"22","1","Wei Ning","0","29/08/2004","0","Shooting","China","1","2004"
"19","0","Zhu Qinan","0","29/08/2004","1","Shooting","China","1","2004"
"33","0","Fehaid Al-Deehani","1","01/10/2000","0","Shooting","Kuwait","1","2000"
"33","0","Yevgeny Aleynikov","1","01/10/2000","0","Shooting","Russia","1","2000"
"41","0","Sergey Alifirenko","0","01/10/2000","1","Shooting","Russia","1","2000"
"35","1","Michel Ansermet","0","01/10/2000","0","Shooting","Switzerland","1","2000"
"23","0","Cai Yalin","0","01/10/2000","1","Shooting","China","1","2000"
"37","0","Rajmond Debevec","0","01/10/2000","1","Shooting","Slovenia","1","2000"
"28","0","Michael Diamond","0","01/10/2000","1","Shooting","Australia","1","2000"
"28","0","Franck Dumoulin","0","01/10/2000","1","Shooting","France","1","2000"
"39","1","Svetlana Dyomina","0","01/10/2000","0","Shooting","Russia","1","2000"
"33","0","Jonas Edman","0","01/10/2000","1","Shooting","Sweden","1","2000"
"23","0","Richard Faulds","0","01/10/2000","1","Shooting","Great Britain","1","2000"
"24","0","Mariya Feklistova","1","01/10/2000","0","Shooting","Russia","1","2000"
"22","0","Annemarie Forder","1","01/10/2000","0","Shooting","Australia","1","2000"
"17","1","Gang Cho-Hyeon","0","01/10/2000","0","Shooting","South Korea","1","2000"
"37","0","Gao E","1","01/10/2000","0","Shooting","China","1","2000"
"24","0","Gao Jing","1","01/10/2000","0","Shooting","China","1","2000"
"24","1","Deborah Gelisio","0","01/10/2000","0","Shooting","Italy","1","2000"
"24","1","Tatyana Goldobina","0","01/10/2000","0","Shooting","Russia","1","2000"
"37","0","Todd Graves","1","01/10/2000","0","Shooting","United States","1","2000"
"24","1","Torben Grimmel","0","01/10/2000","0","Shooting","Denmark","1","2000"
"28","0","Mariya Grozdeva","0","01/10/2000","1","Shooting","Bulgaria","1","2000"
"34","0","Daina Gudzineviciute","0","01/10/2000","1","Shooting","Lithuania","1","2000"
"34","0","Pia Hansen","0","01/10/2000","1","Shooting","Sweden","1","2000"
"40","1","Juha Hirvi","0","01/10/2000","0","Shooting","Finland","1","2000"
"35","0","Diána Igaly","1","01/10/2000","0","Shooting","Hungary","1","2000"
"30","1","Artyom Khadzhibekov","0","01/10/2000","0","Shooting","Russia","1","2000"
"37","0","Tanyu Kiryakov","0","01/10/2000","1","Shooting","Bulgaria","1","2000"
"38","1","Petr Málek","0","01/10/2000","0","Shooting","Czech Republic","1","2000"
"36","1","Russell Mark","0","01/10/2000","0","Shooting","Australia","1","2000"
"32","0","Sergey Martynov","1","01/10/2000","0","Shooting","Belarus","1","2000"
"31","0","Renata Mauer-Rózanska","0","01/10/2000","1","Shooting","Poland","1","2000"
"37","0","Zemfira Meft?kh?tddinova","0","01/10/2000","1","Shooting","Azerbaijan","1","2000"
"32","0","Mykola Milchev","0","01/10/2000","1","Shooting","Ukraine","1","2000"
"36","0","Lalita Milshina-Yauhleuskaya","1","01/10/2000","0","Shooting","Belarus","1","2000"
"33","1","Oleg Moldovan","0","01/10/2000","0","Shooting","Moldova","1","2000"
"26","0","Nancy Napolski-Johnson","0","01/10/2000","1","Shooting","United States","1","2000"
"26","0","Niu Zhiyuan","1","01/10/2000","0","Shooting","China","1","2000"
"42","1","Ian Peel","0","01/10/2000","0","Shooting","Great Britain","1","2000"
"30","0","Giovanni Pellielo","1","01/10/2000","0","Shooting","Italy","1","2000"
"26","1","Delphine Racinet-Reau","0","01/10/2000","0","Shooting","France","1","2000"
"27","0","Iulian Raicea","1","01/10/2000","0","Shooting","Romania","1","2000"
"21","0","Kim Rhode","1","01/10/2000","0","Shooting","United States","1","2000"
"34","1","Jasna Šekaric","0","01/10/2000","0","Shooting","Serbia and Montenegro","1","2000"
"47","0","Harald Stenvaag","1","01/10/2000","0","Shooting","Norway","1","2000"
"28","0","Martin Tenk","1","01/10/2000","0","Shooting","Czech Republic","1","2000"
"39","1","Wang Yifu","0","01/10/2000","0","Shooting","China","1","2000"
"28","0","Yang Ling","0","01/10/2000","1","Shooting","China","1","2000"
"35","0","Ben Ainslie","0","12/08/2012","1","Sailing","Great Britain","1","2012"
"26","0","Marina Alabau","0","12/08/2012","1","Sailing","Spain","1","2012"
"26","0","Jo Aleh","0","12/08/2012","1","Sailing","New Zealand","1","2012"
"29","0","Mathew Belcher","0","12/08/2012","1","Sailing","Australia","1","2012"
"31","0","Lobke Berkhout","1","12/08/2012","0","Sailing","Netherlands","1","2012"
"25","1","Stuart Bithell","0","12/08/2012","0","Sailing","Great Britain","1","2012"
"24","1","Marit Bouwmeester","0","12/08/2012","0","Sailing","Netherlands","1","2012"
"21","1","Peter Burling","0","12/08/2012","0","Sailing","New Zealand","1","2012"
"25","0","Lucas Calabrese","1","12/08/2012","0","Sailing","Argentina","1","2012"
"32","1","Saskia Clark","0","12/08/2012","0","Sailing","Great Britain","1","2012"
"24","1","Nina Curtis","0","12/08/2012","0","Sailing","Australia","1","2012"
"35","0","Juan de la Fuente","1","12/08/2012","0","Sailing","Argentina","1","2012"
"31","1","Nick Dempsey","0","12/08/2012","0","Sailing","Great Britain","1","2012"
"28","0","Támara Echegoyen","0","12/08/2012","1","Sailing","Spain","1","2012"
"31","1","Jonas Høgh Christensen","0","12/08/2012","0","Sailing","Denmark","1","2012"
"24","0","Iain Jensen","0","12/08/2012","1","Sailing","Australia","1","2012"
"27","0","Silja Kanerva","1","12/08/2012","0","Sailing","Finland","1","2012"
"22","1","Pavlos Kontides","0","12/08/2012","0","Sailing","Cyprus","1","2012"
"23","0","Peter Lang","1","12/08/2012","0","Sailing","Denmark","1","2012"
"26","0","Silja Lehtinen","1","12/08/2012","0","Sailing","Finland","1","2012"
"27","0","Jonathan Lobert","1","12/08/2012","0","Sailing","France","1","2012"
"42","0","Fredrik Lööf","0","12/08/2012","1","Sailing","Sweden","1","2012"
"32","0","Przemyslaw Miarczynski","1","12/08/2012","0","Sailing","Poland","1","2012"
"24","1","Hannah Mills","0","12/08/2012","0","Sailing","Great Britain","1","2012"
"33","0","Rasmus Myrgren","1","12/08/2012","0","Sailing","Sweden","1","2012"
"26","0","Zofia Noceti-Klepacka","1","12/08/2012","0","Sailing","Poland","1","2012"
"31","0","Allan Nørregaard","1","12/08/2012","0","Sailing","Denmark","1","2012"
"26","0","Nathan Outteridge","0","12/08/2012","1","Sailing","Australia","1","2012"
"40","0","Malcolm Page","0","12/08/2012","1","Sailing","Australia","1","2012"
"25","1","Luke Patience","0","12/08/2012","0","Sailing","Great Britain","1","2012"
"36","1","Iain Percy","0","12/08/2012","0","Sailing","Great Britain","1","2012"
"28","1","Tuuli Petäjä","0","12/08/2012","0","Sailing","Finland","1","2012"
